load,episode,mean_reward,std_reward,n_seeds
load_0.30,1,-13.02125895801558,0.2606060127391057,3
load_0.30,2,-5.334899331752525,2.274325886848049,3
load_0.30,3,-12.015367154994271,1.680763397608284,3
load_0.30,4,-11.477357815584227,2.0282384405004272,3
load_0.30,5,-12.015367154994271,1.680763397608284,3
load_0.30,6,-10.503200645154598,1.947178613774513,3
load_0.30,7,-10.044798685596833,4.467565970803923,3
load_0.30,8,-10.465880506042394,1.9890796794665366,3
load_0.30,9,-8.816619052994673,3.902092053013386,3
load_0.30,10,-5.374954269586916,2.330972123173455,3
load_0.30,11,-5.374954269586916,2.330972123173455,3
load_0.30,12,-3.726708074534162,0.0,3
load_0.30,13,-3.726708074534162,0.0,3
load_0.30,14,-5.334899331752525,2.2743258868480485,3
load_0.30,15,-5.462130546542124,2.454257996360703,3
load_0.30,16,-9.763743607190117,4.282416639982708,3
load_0.30,17,-6.9477418446809835,4.555229642603377,3
load_0.30,18,-3.726708074534162,0.0,3
load_0.30,19,-5.374954269586916,2.330972123173455,3
load_0.30,20,-11.61821759736461,2.1691375313047274,3
load_0.30,21,-5.656206348102244,2.728722627055453,3
load_0.30,22,-5.785299804607059,2.9112883440581845,3
load_0.30,23,-8.535366974479343,3.8718950835775563,3
load_0.30,24,-8.857689248824029,3.9098692897038765,3
load_0.30,25,-5.785299804607059,2.9112883440581845,3
load_0.30,26,-8.622543251434552,3.876918465148812,3
load_0.30,27,-3.726708074534162,0.0,3
load_0.30,28,-5.656206348102244,2.728722627055453,3
load_0.30,29,-5.6972765439316015,2.7868046550066503,3
load_0.30,30,-8.13223364898347,6.230354016767733,3
load_0.70,1,-18.20256570528509,4.509085066777925,3
load_0.70,2,-19.606147595630123,3.5880904152655946,3
load_0.70,3,-14.946397095973396,3.012469259226801,3
load_0.70,4,-8.493446614228146,2.1175006716426035,3
load_0.70,5,-8.57205577878503,2.1809056901829247,3
load_0.70,6,-11.854826984348847,2.287035945432008,3
load_0.70,7,-10.636275680726424,4.169805344183554,3
load_0.70,8,-11.663304588113519,2.3730335586352713,3
load_0.70,9,-30.82262970501367,8.20924107908901,3
load_0.70,10,-18.284070325999625,0.9295356001301741,3
load_0.70,11,-8.858296868524812,2.3746324228542877,3
load_0.70,12,-14.164293488735199,2.687004329462215,3
load_0.70,13,-7.231765508423141,2.4425990506859248,3
load_0.70,14,-12.184197876271211,2.508484346990324,3
load_0.70,15,-13.941907529637566,2.574452550201499,3
load_0.70,16,-12.162160048469923,2.5144417498275264,3
load_0.70,17,-10.767164857891231,4.727471148111143,3
load_0.70,18,-7.331857219302559,2.584150105692723,3
load_0.70,19,-11.861164924815403,2.2575794027912575,3
load_0.70,20,-13.099589138304665,4.627575751275293,3
load_0.70,21,-7.13111851606497,2.3002627090809384,3
load_0.70,22,-16.025508232336815,7.9104934340154465,3
load_0.70,23,-10.41388972162879,3.9020413922941546,3
load_0.70,24,-10.401623482308516,3.887475932515479,3
load_0.70,25,-11.215167826330559,5.153701049890502,3
load_0.70,26,-19.43149228432863,16.366909019685433,3
load_0.70,27,-7.052509351508086,2.189092562437775,3
load_0.70,28,-5.504587155963301,0.0,3
load_0.70,29,-10.686122213342822,1.7763568394002505e-15,3
load_0.70,30,-23.959025643848268,13.645544931372697,3
load_1.10,1,-27.203667029942807,11.459347340798736,3
load_1.10,2,-75.24851978589523,75.74440390569109,3
load_1.10,3,-28.91529984591195,11.268877865135217,3
load_1.10,4,-12.227897231910234,0.363949888998161,3
load_1.10,5,-20.030431272152498,4.965689052809115,3
load_1.10,6,-11.17929341512677,0.923449814124766,3
load_1.10,7,-21.735685073144094,15.0210092712175,3
load_1.10,8,-71.06199457694848,78.74015840486075,3
load_1.10,9,-29.532530573173318,10.180021265997201,3
load_1.10,10,-35.451994557730146,12.103853027073466,3
load_1.10,11,-14.771318755331558,3.7549653869264343,3
load_1.10,12,-14.783805108506106,5.204354465598746,3
load_1.10,13,-10.921941980604077,0.559499925126605,3
load_1.10,14,-16.08759483488824,5.297286151578979,3
load_1.10,15,-16.22191580297166,5.188658536102628,3
load_1.10,16,-14.894349221770833,3.6710634066475065,3
load_1.10,17,-68.85487221461268,80.26522981586659,3
load_1.10,18,-12.441640950343308,1.9312029032041746,3
load_1.10,19,-16.34494626941093,5.093346995847455,3
load_1.10,20,-16.517477896042905,4.984999622144186,3
load_1.10,21,-14.538614662793464,4.048325585767939,3
load_1.10,22,-25.01828023503404,13.114771536061333,3
load_1.10,23,-13.46578176777003,3.352978168743261,3
load_1.10,24,-17.9940919549452,5.062807663132136,3
load_1.10,25,-11.574919606257156,0.8056858094584747,3
load_1.10,26,-18.70286469095167,4.617868839874705,3
load_1.10,27,-14.107050628034335,4.2523698749107055,3
load_1.10,28,-72.85882852066766,86.40268906156506,3
load_1.10,29,-14.054637693284056,3.0308310518410813,3
load_1.10,30,-16.517477896042905,4.984999622144186,3
