load,mean_gap,std_gap,n
0.3,0.0,0.0,5
0.5,0.7379519991343978,1.0907188130836103,5
0.7,1.4739261141143278,0.49843094696542106,5
0.9,1.9079804288735283,2.220446049250313e-16,5
1.1,1.8245614035087727,0.0,5
