load,episode,mean_reward,std_reward,n_seeds
load_0.70,8,-14.967228964583125,2.8136611544658945,5
load_0.70,9,-10.180338825849947,4.264707729950244,5
load_0.70,10,-9.404799893999016,3.778545879897504,5
load_0.70,11,-9.202574964310081,1.857455636793546,5
load_0.70,12,-9.271368318540434,3.558627970524054,5
load_0.70,13,-9.262963159724984,1.8993258067395828,5
load_0.70,14,-11.633766667488825,5.022352095832252,5
load_0.70,15,-12.206798486830214,4.793121205297971,5
load_0.70,16,-12.087556342809995,5.438745560951252,5
load_0.70,17,-10.4855150551524,4.416973933759227,5
load_0.70,18,-8.290847107943916,2.2749717243680228,5
load_0.70,19,-8.22665614824908,2.2256477701703585,5
load_0.70,20,-12.974411644902073,3.736343668890044,5
load_0.70,21,-14.78948355030937,13.971551487088934,5
load_0.70,22,-9.207177358845595,3.5450988530371177,5
load_0.70,23,-12.341761131253048,3.9155680383656524,5
load_0.70,24,-9.512353588148049,3.8057356820228394,5
load_0.70,25,-7.409259289351175,2.3339291686410646,5
load_0.70,26,-7.297902830922209,2.198697992755335,5
load_0.70,27,-7.362093790617044,2.2749717243680228,5
load_0.70,28,-9.618069207552793,3.980002467129793,5
load_0.70,29,-10.125779305062958,5.165197368880782,5
load_0.70,30,-9.404799893999014,3.778545879897504,5
load_0.70,31,-9.271368318540434,3.558627970524054,5
load_0.70,32,-9.404799893999016,3.7785458798975045,5
load_0.70,33,-12.195018480431028,7.209906467016684,5
load_0.70,34,-11.226277276233699,4.6089236582114275,5
load_0.70,35,-9.262963159724984,1.8993258067395828,5
load_0.70,36,-10.657004477478637,4.772226809498385,5
load_0.70,37,-10.724251233142564,4.038338836384684,5
load_0.70,38,-10.518752680054112,4.571382719395409,5
load_0.70,39,-9.266765924004918,1.8833054615997464,5
load_0.70,40,-9.31393142273905,1.9075898031438812,5
load_0.70,41,-8.290847107943915,2.2749717243680228,5
load_0.70,42,-9.859688875510528,4.5660510616148295,5
load_0.70,43,-8.22665614824908,2.225647770170359,5
load_0.70,44,-8.290847107943915,2.2749717243680228,5
load_0.70,45,-9.264008574948269,3.5466853642834146,5
load_0.70,46,-8.290847107943915,2.2749717243680228,5
load_0.70,47,-12.429088409357117,4.064291212979989,5
load_0.70,48,-8.290847107943915,2.2749717243680228,5
load_0.70,49,-11.403287551336586,7.448986236292326,5
load_0.70,50,-8.290847107943915,2.2749717243680228,5
load_0.70,51,-10.300315586424173,3.0137810819940167,5
load_0.70,52,-8.290847107943915,2.2749717243680228,5
load_0.70,53,-8.290847107943915,2.2749717243680228,5
load_0.70,54,-9.404799893999016,3.7785458798975045,5
load_0.70,55,-8.22665614824908,2.225647770170359,5
load_0.70,56,-13.445993654718558,6.933928630174023,5
load_0.70,57,-10.189970264757795,5.163084265560028,5
load_0.70,58,-8.290847107943915,2.2749717243680228,5
load_0.70,59,-8.290847107943915,2.2749717243680228,5
load_0.70,60,-9.266765924004918,1.8833054615997464,5
load_0.70,61,-10.9289423305175,2.0463882452549873,5
load_0.70,62,-10.339664068774411,3.4800287918251094,5
load_0.70,63,-10.333553211325887,3.237756758437962,5
load_0.70,64,-10.978199927192453,4.368939227425512,5
load_0.70,65,-9.264008574948269,3.5466853642834146,5
load_0.70,66,-8.226656148249079,2.225647770170359,5
load_0.70,67,-8.22665614824908,2.225647770170359,5
load_0.70,68,-8.290847107943915,2.2749717243680228,5
load_0.70,69,-8.290847107943915,2.2749717243680228,5
load_0.70,70,-8.290847107943915,2.2749717243680228,5
load_0.70,71,-8.290847107943915,2.2749717243680228,5
load_0.70,72,-8.290847107943915,2.2749717243680228,5
load_0.70,73,-11.17705135154767,7.0155885820634305,5
load_0.70,74,-8.290847107943915,2.2749717243680228,5
load_0.70,75,-15.671071368902114,13.487768174347108,5
load_0.70,76,-9.266765924004918,1.8833054615997464,5
load_0.70,77,-9.676483266882121,4.243006401525903,5
load_0.70,78,-9.271368318540434,3.558627970524054,5
load_0.70,79,-9.327154119419822,1.922598186503472,5
load_0.70,80,-9.155409465575952,1.8296386751189162,5
load_0.70,81,-11.982159611176087,6.253697781052774,5
load_0.70,82,-8.290847107943915,2.2749717243680228,5
load_0.70,83,-10.491036724000276,4.555596551193572,5
load_0.70,84,-8.290847107943915,2.2749717243680228,5
load_0.70,85,-11.214497269834514,7.087158568100633,5
load_0.70,86,-8.290847107943915,2.2749717243680228,5
load_0.70,87,-9.404799893999014,3.778545879897504,5
load_0.70,88,-9.266765924004918,1.8833054615997464,5
load_0.70,89,-8.290847107943915,2.2749717243680228,5
load_0.70,90,-10.724213128331835,4.038270254453547,5
load_0.70,91,-10.439268830730631,3.4155873770275162,5
load_0.70,92,-11.339096591641749,7.460897310429327,5
load_0.70,93,-8.290847107943915,2.2749717243680228,5
load_0.70,94,-9.539292670837213,4.005989699545233,5
load_0.70,95,-8.290847107943915,2.2749717243680228,5
load_0.70,96,-8.290847107943915,2.2749717243680228,5
